Organism	Sample Name	short	Run	Experiment	Age	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	dev_stage	Instrument	Isolate	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	sex	SRA Study	Tissue	birth_location	Isolation_source	sub_species	BREED	Cultivar	Ecotype	STRAIN
Tropheus sp. 'murago' AB-2019	LHD9	tromor_LHD9	SRR9673821	SRX6434399	missing	WGS	252	9830548476	PRJNA550295	SAMN12124101	Model organism or animal	3410380190	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LHD9	LHD9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Tropheus sp. 'red' AB-2019	IOD9	trored_IOD9	SRR9665655	SRX6426578	missing	WGS	252	11435293800	PRJNA550295	SAMN12123688	Model organism or animal	4649741993	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IOD9	IOD9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Tropheus sp. 'red' AB-2019	IOE1	trored_IOE1	SRR9665658	SRX6426575	missing	WGS	252	9667817208	PRJNA550295	SAMN12123689	Model organism or animal	3650042878	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IOE1	IOE1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Variabilichromis moorii	AUC3	varmoo_AUC3	SRR9657509	SRX6418752	missing	WGS	252	11634609924	PRJNA550295	SAMN12123588	Model organism or animal	3905224691	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	AUC3	AUC3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Variabilichromis moorii	AUC4	varmoo_AUC4	SRR9657518	SRX6418743	missing	WGS	252	9293079348	PRJNA550295	SAMN12123589	Model organism or animal	3160998837	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	AUC4	AUC4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenochromis hecqui	IUI7	xchhec_IUI7	SRR9665729	SRX6426504	missing	WGS	252	8067184272	PRJNA550295	SAMN12123760	Model organism or animal	2708782038	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IUI7	IUI7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenochromis hecqui	JAH7	xchhec_JAH7	SRR9673970	SRX6434494	missing	WGS	252	11705129856	PRJNA550295	SAMN12123822	Model organism or animal	4590788164	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JAH7	JAH7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia bathyphilus	IVB4	xenbat_IVB4	SRR9665682	SRX6426551	missing	WGS	252	12046841352	PRJNA550295	SAMN12123762	Model organism or animal	4592350683	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IVB4	IVB4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia bathyphilus	IVB5	xenbat_IVB5	SRR9665685	SRX6426548	missing	WGS	252	9620153676	PRJNA550295	SAMN12123763	Model organism or animal	3704550004	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IVB5	IVB5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia boulengeri	IPE3	xenbou_IPE3	SRR9665694	SRX6426539	missing	WGS	252	10444507416	PRJNA550295	SAMN12123697	Model organism or animal	4200034719	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IPE3	IPE3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia boulengeri	IPE7	xenbou_IPE7	SRR9665695	SRX6426538	missing	WGS	252	9954251496	PRJNA550295	SAMN12123698	Model organism or animal	3866020392	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IPE7	IPE7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia caudafasciata	IXC1	xencau_IXC1	SRR9673993	SRX6434471	missing	WGS	252	9369173772	PRJNA550295	SAMN12123786	Model organism or animal	3307393752	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IXC1	IXC1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia caudafasciata	IXB9	xencau_IXB9	SRR9673994	SRX6434470	missing	WGS	252	10301980752	PRJNA550295	SAMN12123785	Model organism or animal	4135483591	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IXB9	IXB9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia flavipinnis	JAF9	xenfla_JAF9	SRR9673997	SRX6434467	missing	WGS	245	18567075346	PRJNA550295	SAMN12123819	Model organism or animal	6779017004	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JAF9	JAF9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia flavipinnis	JAF7	xenfla_JAF7	SRR9674004	SRX6434460	missing	WGS	245	20908984197	PRJNA550295	SAMN12123818	Model organism or animal	7656819740	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JAF7	JAF7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia leptura	INF1	asplep_INF1	SRR9665652	SRX6426581	missing	WGS	252	13495849416	PRJNA550295	SAMN12123681	Model organism or animal	4881307978	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	INF1	INF1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia leptura	INF2	asplep_INF2	SRR9665653	SRX6426580	missing	WGS	245	20792915462	PRJNA550295	SAMN12123682	Model organism or animal	7546848001	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	INF2	INF2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia longispinis	KAF5	xenlon_KAF5	SRR9675365	SRX6435718	missing	WGS	252	11620797804	PRJNA550295	SAMN12123972	Model organism or animal	3934832132	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	KAF5	KAF5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia longispinis	KAF6	xenlon_KAF6	SRR9675368	SRX6435715	missing	WGS	252	12743868312	PRJNA550295	SAMN12123973	Model organism or animal	4332580990	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	KAF6	KAF6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia nasus	IMF8	xennas_IMF8	SRR9657473	SRX6418788	missing	WGS	252	15224404104	PRJNA550295	SAMN12123672	Model organism or animal	5851178686	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IMF8	IMF8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia nasus	IMF7	xennas_IMF7	SRR9657474	SRX6418787	missing	WGS	252	9068732064	PRJNA550295	SAMN12123671	Model organism or animal	3503621046	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IMF7	IMF7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia nigrolabiata	IXF4	xenniS_IXF4	SRR9673988	SRX6434476	missing	WGS	245	19854454512	PRJNA550295	SAMN12123789	Model organism or animal	7421476889	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IXF4	IXF4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia nigrolabiata	IZC7	xenniS_IZC7	SRR9674011	SRX6434453	missing	WGS	252	9595937736	PRJNA550295	SAMN12123802	Model organism or animal	3369440501	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IZC7	IZC7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia ochrogenys	JVH4	xenoch_JVH4	SRR9674038	SRX6434425	missing	WGS	252	12673912104	PRJNA550295	SAMN12123874	Model organism or animal	4914235649	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JVH4	JVH4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia ochrogenys	JVI5	xenoch_JVI5	SRR9674045	SRX6434418	missing	WGS	245	15494433275	PRJNA550295	SAMN12123875	Model organism or animal	5540604241	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JVI5	JVI5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia ornatipinnis	JZE6	xenorn_JZE6	SRR9675377	SRX6435706	missing	WGS	252	11008972800	PRJNA550295	SAMN12123960	Model organism or animal	3894207745	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	JZE6	JZE6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia ornatipinnis	JZE8	xenorn_JZE8	SRR9675387	SRX6435696	missing	WGS	252	10208923956	PRJNA550295	SAMN12123961	Model organism or animal	3640387075	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JZE8	JZE8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia papilio	IVF4	xenpap_IVF4	SRR9665686	SRX6426547	missing	WGS	252	15145061148	PRJNA550295	SAMN12123766	Model organism or animal	5303609593	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IVF4	IVF4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia papilio	IVF5	xenpap_IVF5	SRR9665689	SRX6426544	missing	WGS	252	8664936588	PRJNA550295	SAMN12123767	Model organism or animal	3516663071	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IVF5	IVF5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia papilio	A206	xenpaK_A206	SRR9657513	SRX6418748	missing	WGS	252	15699724236	PRJNA550295	SAMN12123584	Model organism or animal	5916934796	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	A206	A206	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia rotundiventralis	JBE6	mdcrot_JBE6	SRR9673973	SRX6434491	missing	WGS	252	9702087948	PRJNA550295	SAMN12123825	Model organism or animal	3549835356	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JBE6	JBE6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia rotundiventralis	JBE7	mdcrot_JBE7	SRR9673974	SRX6434490	missing	WGS	245	16788624251	PRJNA550295	SAMN12123826	Model organism or animal	6194671780	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	JBE7	JBE7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia sima	IUF7	xensim_IUF7	SRR9665724	SRX6426509	missing	WGS	252	11842283376	PRJNA550295	SAMN12123755	Model organism or animal	4237553638	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IUF7	IUF7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia sima	IUF8	xensim_IUF8	SRR9665725	SRX6426508	missing	WGS	252	12954253032	PRJNA550295	SAMN12123756	Model organism or animal	5139690136	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IUF8	IUF8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia sima	LBE9	xensim_LBE9	SRR9673829	SRX6434391	missing	WGS	252	9554442660	PRJNA550295	SAMN12124025	Model organism or animal	3282489644	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LBE9	LBE9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia sima	LBE2	xensim_LBE2	SRR9673866	SRX6434354	missing	WGS	252	12477428964	PRJNA550295	SAMN12124024	Model organism or animal	4453336517	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LBE2	LBE2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia singularis	IRE3	xensin_IRE3	SRR9665636	SRX6426597	missing	WGS	252	9255119580	PRJNA550295	SAMN12123722	Model organism or animal	3156554048	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	IRE3	IRE3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia singularis	IRD9	xensin_IRD9	SRR9665637	SRX6426596	missing	WGS	252	9715903092	PRJNA550295	SAMN12123721	Model organism or animal	3747565875	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	IRD9	IRD9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-27T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia sp. 'kilesa' AB-2019	Bel01	xenkil_Bel01	SRR9657539	SRX6418722	missing	WGS	252	15631421148	PRJNA550295	SAMN12123618	Model organism or animal	5834181994	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	Bel01	Bel01	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia sp. 'kilesa' AB-2019	Bel03	xenkil_Bel03	SRR9657548	SRX6418713	missing	WGS	252	8101907856	PRJNA550295	SAMN12123619	Model organism or animal	2826770979	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	Bel03	Bel03	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia sp. 'papilio sunflower'	GPF9	xensun_GPF9	SRR9657523	SRX6418738	missing	WGS	252	10635310980	PRJNA550295	SAMN12123641	Model organism or animal	4059221724	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	GPF9	GPF9	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia sp. 'papilio sunflower'	GPF8	xensun_GPF8	SRR9657537	SRX6418724	missing	WGS	252	9516097332	PRJNA550295	SAMN12123640	Model organism or animal	3811717579	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	GPF8	GPF8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia sp. 'spilopterus north' AB-2019	LEA3	xenspN_LEA3	SRR9673822	SRX6434398	missing	WGS	252	9026153136	PRJNA550295	SAMN12124059	Model organism or animal	3065315340	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	LEA3	LEA3	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia sp. 'spilopterus north' AB-2019	LEA4	xenspN_LEA4	SRR9673823	SRX6434397	missing	WGS	252	8812744920	PRJNA550295	SAMN12124060	Model organism or animal	3019828121	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LEA4	LEA4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia spiloptera	AXB8	xenspi_AXB8	SRR9657546	SRX6418715	missing	WGS	252	10532196864	PRJNA550295	SAMN12123611	Model organism or animal	3630797575	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	AXB8	AXB8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia spiloptera	AXB5	xenspi_AXB5	SRR9657568	SRX6418693	missing	WGS	252	10507685076	PRJNA550295	SAMN12123610	Model organism or animal	3644236418	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	AXB5	AXB5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia tenuidentata	LHG6	mdcten_LHG6	SRR9673815	SRX6434405	missing	WGS	252	16229608920	PRJNA550295	SAMN12124107	Model organism or animal	5826195358	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	LHG6	LHG6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Xenotilapia tenuidentata	LHG4	mdcten_LHG4	SRR9673816	SRX6434404	missing	WGS	252	13985565804	PRJNA550295	SAMN12124106	Model organism or animal	4986837594	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LHG4	LHG4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Haplochromis sp. Chipwa	HXC4	hplspC_HXC4	SRR9657520	SRX6418741	missing	WGS	252	8051040144	PRJNA550295	SAMN12123646	Model organism or animal	2775724205	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	HXC4	HXC4	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Haplochromis sp. Chipwa	HXC5	hplspC_HXC5	SRR9657521	SRX6418740	missing	WGS	252	11824583652	PRJNA550295	SAMN12123647	Model organism or animal	4114176045	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	HXC5	HXC5	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika	Lake Tanganyika					
Orthochromis indermauri	HXC6	ortcho_HXC6	SRR9657522	SRX6418739	missing	WGS	245	21245065895	PRJNA550295	SAMN12123648	Model organism or animal	7948930807	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	HXC6	HXC6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	female	SRP213801	missing	Lake Tanganyika affluent	Lake Tanganyika affluent					
Orthochromis indermauri	HXC7	ortcho_HXC7	SRR9657527	SRX6418734	missing	WGS	252	7921446120	PRJNA550295	SAMN12123649	Model organism or animal	2705005345	UNIVERSITY OF BASEL	public	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	HXC7	HXC7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika affluent	Lake Tanganyika affluent					
Telmatochromis sp. 'lufubu' AB-2019	HXC8	telluf_HXC8	SRR9657528	SRX6418733	missing	WGS	252	10605512988	PRJNA550295	SAMN12123650	Model organism or animal	3644160957	UNIVERSITY OF BASEL	public	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	missing	Illumina HiSeq 2500	HXC8	HXC8	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika affluent	Lake Tanganyika affluent					
Orthochromis malagaraziensis	KYE2	ortred_KYE2	SRR9673860	SRX6434360	missing	WGS	252	8847274968	PRJNA550295	SAMN12124019	Model organism or animal	3044279971	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	KYE2	KYE2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika affluent	Lake Tanganyika affluent					
Orthochromis uvinzae	KYE7	ortuvi_KYE7	SRR9673861	SRX6434359	missing	WGS	252	8454562704	PRJNA550295	SAMN12124020	Model organism or animal	2887617597	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	KYE7	KYE7	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika affluent	Lake Tanganyika affluent					
Orthochromis mazimeroensis	KDC6	ortmaz_KDC6	SRR9673863	SRX6434357	missing	WGS	252	9261182196	PRJNA550295	SAMN12123984	Model organism or animal	3266269150	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	KDC6	KDC6	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika affluent	Lake Tanganyika affluent					
Haplochromis paludinosus	KYG1	astpal_KYG1	SRR9673865	SRX6434355	missing	WGS	252	7958524140	PRJNA550295	SAMN12124021	Model organism or animal	2730476946	UNIVERSITY OF BASEL	public	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	KYG1	KYG1	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika affluent	Lake Tanganyika affluent					
Neolamprologus devosi	LEH2	neodev_LEH2	SRR9673912	SRX6434308	missing	WGS	252	12997491948	PRJNA550295	SAMN12124066	Model organism or animal	4519875533	UNIVERSITY OF BASEL	public	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	missing	Illumina HiSeq 2500	LEH2	LEH2	PAIRED	RANDOM	GENOMIC	ILLUMINA	2020-07-29T00:00:00Z	male	SRP213801	missing	Lake Tanganyika affluent	Lake Tanganyika affluent					
